id,cv1,cv2,cv3,cv4
1,0.338934198973613,0.184739547889905,0.187444352691786,0.153236996690016
2,0.278674976878816,0.211465332856449,0.191440231936936,0.176588096635682
3,0.201172545449798,0.145866030496587,0.135600980290767,0.133971395759721
4,0.157241719527324,0.163520292955225,0.147679256387309,0.165280999721139
5,0.19266887299683,0.171970294862511,0.175415682454762,0.166626250698474
6,0.282268717147635,0.263371644957831,0.181839620943105,0.167123683323836
7,0.186838857672691,0.132764966713518,0.157112510777907,0.140224544170916
8,0.313471411955366,0.228427171510655,0.258791770020462,0.189773579273706
9,0.243051792114661,0.225001411674353,0.181603647739594,0.16140521131184
10,0.201267011448596,0.216923298723003,0.165122634613108,0.18751354015037
11,0.204812079993373,0.182851604339906,0.138080770877816,0.195649265036016
12,0.098044478843681,0.0921302942925568,0.0760848886773165,0.0710523714996261
13,0.215731999937601,0.108963290164983,0.119751572228604,0.132591767333177
14,0.227537989046733,0.189272811457096,0.152862359967511,0.219268065994115
15,0.19171058157898,0.144597378333099,0.150056775580766,0.247411951190363
16,0.399033484749958,0.316336782959551,0.225988180812467,0.221651021292894
17,0.192486641227634,0.166910218719107,0.174400302271209,0.115847843533413
18,0.24221768285772,0.217392123737223,0.196071904449325,0.168747978745046
19,0.210774158626246,0.137458228751273,0.173255518791747,0.121233028339402
20,0.233039505112812,0.105335718523051,0.108288096594842,0.0905693915144111
21,0.326109058582909,0.268950428129174,0.292861969848905,0.257440732002377
22,0.179504168700736,0.165121062260485,0.155987322670565,0.172158266100569
23,0.196378712892841,0.233336176005811,0.134712434536882,0.187872251531764
24,0.144468270089289,0.135799822590913,0.169561154998948,0.146484949239211
25,0.459785177808339,0.457949026558913,0.404124322142788,0.5187601855481
