id,cv1,cv2,cv3,cv4
1,0.209737955421217,0.17664356798276,0.131275441467231,0.178801300206948
2,0.208283767005764,0.159023422458454,0.135210099894772,0.128543832117581
3,0.271080850148221,0.241845050893527,0.23568145199702,0.285325057230258
4,0.183438580720347,0.137328951481415,0.138957673474534,0.120198502215411
5,0.19663936991064,0.15016120458141,0.153790553594942,0.135124575552675
6,0.287994555923728,0.258977102881276,0.22565476795083,0.224565547681535
7,0.234067529004538,0.180449437663605,0.217220379622498,0.19699415778183
8,0.274152846130853,0.23773084139501,0.202346337328377,0.174472722536848
9,0.247662834615707,0.176461595943704,0.167477333980978,0.174465598130853
10,0.435779706195575,0.355511795818898,0.375725936231272,0.320497649903719
11,0.218125066828981,0.148316669391901,0.140335258238786,0.134402309204741
12,0.155911152529739,0.124038494190955,0.115875487874247,0.141402003070273
13,0.397052759171623,0.32067388675382,0.31644233644179,0.246305735187826
14,0.246854146102681,0.205585762190743,0.158256533754197,0.187688950480545
15,0.135221783171703,0.134851728186128,0.122776036557415,0.113870900572123
16,0.300908036283125,0.19165415639084,0.247043621645748,0.200502746913738
17,0.19827725789594,0.171111463216551,0.144375653250855,0.13129183206212
18,0.192354426256248,0.187520501572826,0.173676518113717,0.172285731872276
19,0.185804809760216,0.159886238946597,0.149304602551788,0.127369024026148
20,0.297519586507479,0.159521944483404,0.160940821283933,0.20650370938442
21,0.178972638799628,0.223457186355533,0.172661552231664,0.150368814998682
22,0.150085542395336,0.185180319651672,0.194398915066118,0.176804416781714
23,0.277504864165736,0.219439530175661,0.223536487520133,0.21270324081824
24,0.362692685521848,0.260296299045684,0.208387509378708,0.209088678825203
25,0.264556582435475,0.284712906924261,0.289670467925176,0.306772709524478
