id,cv1,cv2,cv3,cv4
1,0.293584082049576,0.279899129628495,0.209649048567565,0.197349670590149
2,0.338934198973613,0.184739547889905,0.187444352691786,0.153236996690016
3,0.209737955421217,0.17664356798276,0.131275441467231,0.178801300206948
4,0.273787445126534,0.211292299044568,0.1275808827,0.144684905844155
5,0.278674976878816,0.211465332856449,0.191440231936936,0.176588096635682
6,0.208283767005764,0.159023422458454,0.135210099894772,0.128543832117581
7,0.182230472339168,0.177789485474186,0.180180883291151,0.175811628004663
8,0.201172545449798,0.145866030496587,0.135600980290767,0.133971395759721
9,0.271080850148221,0.241845050893527,0.23568145199702,0.285325057230258
10,0.396096084203846,0.386491277982326,0.315241564911472,0.32668350165175
11,0.157241719527324,0.163520292955225,0.147679256387309,0.165280999721139
12,0.183438580720347,0.137328951481415,0.138957673474534,0.120198502215411
13,0.336377748340493,0.302104799357319,0.21166512928976,0.241593736404895
14,0.19266887299683,0.171970294862511,0.175415682454762,0.166626250698474
15,0.19663936991064,0.15016120458141,0.153790553594942,0.135124575552675
16,0.276642987740403,0.287092771085456,0.161804001805512,0.220231819095565
17,0.282268717147635,0.263371644957831,0.181839620943105,0.167123683323836
18,0.287994555923728,0.258977102881276,0.22565476795083,0.224565547681535
19,0.248928887387357,0.18639146387501,0.154065931305269,0.164423817764955
20,0.186838857672691,0.132764966713518,0.157112510777907,0.140224544170916
21,0.234067529004538,0.180449437663605,0.217220379622498,0.19699415778183
22,0.258679120691072,0.15681610281315,0.170852883387591,0.166965671712677
23,0.313471411955366,0.228427171510655,0.258791770020462,0.189773579273706
24,0.274152846130853,0.23773084139501,0.202346337328377,0.174472722536848
25,0.347462159291489,0.305462887617492,0.304151431239399,0.290566036288791
26,0.243051792114661,0.225001411674353,0.181603647739594,0.16140521131184
27,0.247662834615707,0.176461595943704,0.167477333980978,0.174465598130853
28,0.357181607313279,0.221673723295832,0.208291906531977,0.28769337695612
29,0.201267011448596,0.216923298723003,0.165122634613108,0.18751354015037
30,0.435779706195575,0.355511795818898,0.375725936231272,0.320497649903719
31,0.190774726399636,0.187873647348114,0.161435641688829,0.202030307486186
32,0.204812079993373,0.182851604339906,0.138080770877816,0.195649265036016
33,0.218125066828981,0.148316669391901,0.140335258238786,0.134402309204741
34,0.212372016703228,0.172026859341083,0.229681065111623,0.168414810426132
35,0.098044478843681,0.0921302942925568,0.0760848886773165,0.0710523714996261
36,0.155911152529739,0.124038494190955,0.115875487874247,0.141402003070273
37,0.217462253006226,0.162481058302537,0.176553510953321,0.155130847607464
38,0.215731999937601,0.108963290164983,0.119751572228604,0.132591767333177
39,0.397052759171623,0.32067388675382,0.31644233644179,0.246305735187826
40,0.132962825765856,0.14232194414226,0.0989168778696884,0.104008482210181
41,0.227537989046733,0.189272811457096,0.152862359967511,0.219268065994115
42,0.246854146102681,0.205585762190743,0.158256533754197,0.187688950480545
43,0.178178839134988,0.175349555256274,0.159634735917753,0.173161099891308
44,0.19171058157898,0.144597378333099,0.150056775580766,0.247411951190363
45,0.135221783171703,0.134851728186128,0.122776036557415,0.113870900572123
46,0.267923095182066,0.265535398494765,0.180206138184054,0.208983112782402
47,0.399033484749958,0.316336782959551,0.225988180812467,0.221651021292894
48,0.300908036283125,0.19165415639084,0.247043621645748,0.200502746913738
49,0.310301027413086,0.240236812992116,0.188459300160669,0.204277184102171
50,0.192486641227634,0.166910218719107,0.174400302271209,0.115847843533413
51,0.19827725789594,0.171111463216551,0.144375653250855,0.13129183206212
52,0.24221768285772,0.217392123737223,0.196071904449325,0.168747978745046
53,0.192354426256248,0.187520501572826,0.173676518113717,0.172285731872276
54,0.383585686240334,0.257209760383797,0.24243464659459,0.289076050321606
55,0.210774158626246,0.137458228751273,0.173255518791747,0.121233028339402
56,0.185804809760216,0.159886238946597,0.149304602551788,0.127369024026148
57,0.146403054329995,0.120828387836558,0.0954999497005739,0.0908033634306874
58,0.233039505112812,0.105335718523051,0.108288096594842,0.0905693915144111
59,0.297519586507479,0.159521944483404,0.160940821283933,0.20650370938442
60,0.244819445539493,0.206381577930312,0.235146162790658,0.182242678358835
61,0.326109058582909,0.268950428129174,0.292861969848905,0.257440732002377
62,0.178972638799628,0.223457186355533,0.172661552231664,0.150368814998682
63,0.23336932829209,0.182027742015793,0.177461517981344,0.20362352545955
64,0.179504168700736,0.165121062260485,0.155987322670565,0.172158266100569
65,0.150085542395336,0.185180319651672,0.194398915066118,0.176804416781714
66,0.195625775359618,0.156069081868694,0.153239493500184,0.15710896876815
67,0.196378712892841,0.233336176005811,0.134712434536882,0.187872251531764
68,0.277504864165736,0.219439530175661,0.223536487520133,0.21270324081824
69,0.246821395397791,0.15527935510346,0.151614683035943,0.174088693560268
70,0.144468270089289,0.135799822590913,0.169561154998948,0.146484949239211
71,0.362692685521848,0.260296299045684,0.208387509378708,0.209088678825203
72,0.205492697114607,0.20701642391775,0.199473781374327,0.263989707816853
73,0.459785177808339,0.457949026558913,0.404124322142788,0.5187601855481
74,0.264556582435475,0.284712906924261,0.289670467925176,0.306772709524478
75,0.405679205915846,0.212695975806848,0.155160321963162,0.160559752836362
